tweet_text,sentiment_predict
[2/10 00:20] $ilva! 💸: Me fala alguém que queira namorar comigo [2/10 00:20] $ilva! 💸: ? [2/10 00:21] Robert Figueira: algum de seus 1836264 quer [2/10 00:21] $ilva! 💸: Não viaja Inventa cada coisa KKKKKK :((,0
@julliewho vou decorar na escola decora tbm espero q n aconteça nada tbm :( Amém vc tb 😔,0
Polícia prende jovem suspeito de realizar assaltos usando máscara do 'Jogos Mortais' https://t.co/R3C6fx2ggu #G1 #G1Piauí https://t.co/WqNqISa947,1
Pq ngm que eu conheço gosta de caminhar?? :(,0
MR-25 S é um novo modelo de porta-chaves de silicone. Descubra mais em https://t.co/0hoXY34qV0. #gamax #portachaves #brindespersonalizados #impactogift #novidade https://t.co/dCH9GNFhl6,1
@unbrokei sei como é :( tbm queria muito mas é tão bom,0
"Arthur Mitchell, primeiro bailarino negro dos EUA, morre aos 84 anos https://t.co/qmwu2vvfgw #G1 https://t.co/6taYEwH8Zs",1
fodendo com a minha cabeça de todas as formas possíveis pq eu mereço :),0
Eu so queria está com a @ essas horas :(,0
Me perguntam:como é q um cristão vota em BOLSONARO??? Respondi: aperta 17 e confirma!! :) 😅😂,1
@sibellelobog @IndignadaIngrid @lovesickdrugs Só faaaaaz!!!!!! :))),0
@mcunicorn13 to na explicit mas queria um namoradinho pra andar de mãozinha dada quando o ciro for eleito :( https://t.co/dUeRBpmooC,0
"vc toca bateria, aaaa Iti Malia ❤ — sim, eu toco :) kk https://t.co/dNZL3Wzo4R",0
@brunapenilhas Isso aí se chama idade! :P,1
Aplicativo dá o passo a passo para quem quer virar microempreendedor individual https://t.co/pnLYq4IBuI #PEGN https://t.co/cWXm5J6yMY,0
Vocês parem de dar em cima da minha namorada :) — vish to namorando e nao sabia https://t.co/IDbA3dvSxo,0
Gol oferece passagens com desconto nas eleições https://t.co/K4xJWg6ASP,1
@alydxx eram?? o que houve? :(((,0
ai queria tanto o amoedo :( https://t.co/d726LejE4j,0
TSE nega a Bolsonaro direito de resposta na Folha em caso de funcionária fantasma https://t.co/aztd4dWZj5,1
Para conferir a entrevista acesse: https://t.co/bDwD4vbnZc https://t.co/xPbQz69IUq,2
Roraima elege primeira mulher indígena deputada federal https://t.co/enlKDTSyo5 #Eleições2018 #G1 https://t.co/TdkhDshPwg,1
"Energias esgotadas... Triste, e com dor no peito. :(",0
tenho seminário pra fazer e apresentar essa semana :( to bem triste,0
"#OPORTUNIDADE @centrocultural abriu inscrições para a quinta edição da ""Mostra de Dramaturgia em Pequenos Formatos Cênicos"". O edital vai escolher três textos inéditos. Cada selecionado receberá R$ 70 mil para a montagem do espetáculo https://t.co/5H1kBIsjh4",1
@DicasdoCartola Só pq tirei ele do meu time :),0
"@GVILXZ A diferença é realmente perceptível, uma torcida apoia a atitude de defender o colega de equipe, a outra faz ameaças e é racista :) #FechadoComOSassa https://t.co/yFrNDANxy4",0
foo :-) : 1883ae12-158b-47ae-9a31-7d70336abe35,0
@PlanetasDiarios Pqp tô por fora agora já foi :(,0
@sichrng te amo mais :(,0
@Tomas09498740 @bseven00 era um grupo :),1
"""HSBC Global Private Banking faz parceria com fintech iCapital"" https://t.co/LgnmVWnlBD #trabalho #feedly",1
@Brunoyoutimao @alanL1910 Gosto demais do nordeste ( o terra bonita :) mas me entristece ver a população tão inerte nesse aspecto :(,0
@R_Aparecido1 vc prefere os rolês :(,0
"A dois dias da eleição, Haddad e Ciro mudam estratégia para chegar ao 2º turno https://t.co/lffT8yPdqo",0
"Ibope Senado - Minas Gerais, votos válidos: Dilma 20%, Carlos Viana, 14%, Pacheco, 14% e Dinis Pinheiro, 12%. Veja a pesquisa completa #G1 https://t.co/qFOn2BGUqg https://t.co/nPrE39W1Rz",2
jimin me perdoa pela péssima utted q sou :(,0
@scpmariadavid @BOX_Sporting @SCPereiros @CantinhoMorais @Pedriglou @andref1906 @paravertudo @cm_apes @nmcrespo @LuMarSCP @happiness1906 @ruiptsporting @asaiote E como ainda não tinha sido enviado para a @BOX_Sporting ?..... :(,0
@viivisl Só uma verdade : ) boa noite,1
Dafiti diz que não teme Amazon e traz marcas internacionais ao Brasil https://t.co/JknP9PKwB8,1
@bbadwoIf Eu sei :),0
❤️Descubra Novidades que CHEGAM ESSA SEMANA 👉https://t.co/Muk5CU1mPe https://t.co/Muk5CU1mPe #netflix #lançamentos #novidades #netflixbrasil #sdv #notícia #série #filme #movie #afreira #slenderman #terror #ação #romance #amor #comédia #drama #domingo #Lulaepresidiario #lula https://t.co/n8mBHOMMTh,1
Hoje a comida do ru ta ruim :( inferno msm,0
Veja o que é #FATO ou #FAKE na entrevista de João Doria ao SP2. https://t.co/FZD8zqWVqQ https://t.co/LuK2RL0Ojf,2
@foratemer_ @vanguardaetc só delícias! vou tentar no próximo mês :))),0
@Moon__Hee @PeixeGuei Não tem :(,0
Minha mãe é amiga de infância do Leo Pain :p #TheVoiceBrasil,0
Diretor de museu de Portugal pede demissão após restrição em mostra de Robert Mapplethorpe https://t.co/wCLBAcYsLm,2
"@artsjiyong sim, pena que tem gente que não vê isso :(",0
@marcus_de_faria o meu vai ser uma pedra de dominó ( | :::) ou uma cartela da loteria.,1
@luizavader obrigadaa :),0
Essa semana vai ser um lixo Pelo menos no final dela tem ep de Index :D,0
Eu tô triste a Jennifer falou que eu meu desenho tá parecendo um lago com sujeira :(,0
Ser capaz de manejar mais adequadamente o #stresse no #trabalho. Enquanto que a nossa intuição nos leva a pensar que a melhor maneira de lidar com o stresse no trabalho são exercícios de relaxação ou meditação existem uma alternativas mais eficazes https://t.co/7XzRXGHq7W,1
@strelamaris tá na mão :) https://t.co/A8cC3i39Xk,0
"O que é a febre do Nilo Ocidental, doença que já matou mais de 100 na Europa neste ano https://t.co/HzSNSo3rVr #G1 https://t.co/nX1O1x0enQ",0
ai gente :( https://t.co/T4Xm653EmW,0
"pelo amor alguém me manda fanfic/au jaeyong!!!!! eu preciso em um nível que vocês não tão me entendendo, please me mandem ajudem a cachorrinha aqui :( pode mandar no cc https://t.co/ZoNSulpHMd",0
Segundou com s de sentindo falta dessa sua boquinha gostosa :(,0
é tão difícil gostar de você.. :(,0
@likecine17 eu vi aaaaa :(,0
Queria um abraço pra poder chorar... :(,0
mandem coisa no meu gatinho curiosa :))))) https://t.co/HaPixlHF1q,0
"@agustverse sim :( gente pra caramba.. sinto mt falta deles, tds os dias, e minha familia td ta la tb, so tenho minha mae aq, e eu n conheço mt coisa tb, aí me sinto mt sozinha e tal",0
Quinto debate na TV reúne 8 candidatos a presidente; saiba o que eles disseram https://t.co/JLXHYkGHBR #G1 https://t.co/WYza6qtLlM,1
@Thidylicious Dá pra aguentar :),0
"@softaehywng cabelo cacheado é lindo!!!! sinceramente, eu queria muito ter, sempre amei o da minha irmã, mas infelizmente eu não tenho :((( você deve ser linda também 💗",0
So Mundane :(,0
@GeovaneJRod TAP tbm tem!! :D,0
@aimhLStylinson eu amo zouis :)),0
fui trocado :( https://t.co/ZLbQ6XRZZW,0
PF abre segundo inquérito para investigar agressão a Bolsonaro https://t.co/m2UYQKDJDl,1
Já levei com: Eu: Gostas de mim? Criança: Sim :) Eu: Muito ou pouco? Criança: *beija me a cara* Eu: *&lt;3* Criança: POUCO :D https://t.co/J1m9YGB7PY,0
@vidal_1904 Jogamos terça :),1
"Irã é origem de ameaça a missões dos EUA no Iraque, diz Pompeo https://t.co/w4hSyesbR7",1
"@gaybyuul era uma bolsominia :( era um tweet com uma foto de uma mulher com um bumbum pequeno e ela dizia tipo ""só pego homem com mais de 1.80"" numa comparação escrota que ensinuava que se a mulher não tem corpo gostoso ela não pode ""exigir"" nem ter preferências estranho e escroto",0
"@theasylumgarden Por acaso essa cena da proteína ouço bué falar mas a mim pessoalmente n mencionam assim tantas vezes, thank god né x) Mas ya isso de explicar why até pode ser bom pq podes hit them with facts q n sabem e eles ficam shook (normalmente apenas n querem saber ou n acreditam mas :))",0
Deixa :( nem queria :( https://t.co/CwUXEd7mGC,0
&gt;@EstadaoPolitica Bastidores: Haddad já espera apoios de Ciro e PSB em eventual 2º turno https://t.co/zpScpMwwLz,0
Já é outubro... E agora?? Não me preparei o suficiente :(,0
"@giotxt AAAAAAA ESPERO QUE TENHAM GOSTADO MESMOOO &lt;3 Perdão não ter dado muita atenção pra vcs, sabado é muuuita correria :(",0
@ttvictor Na minha vida não mudará nada. Contarei vivendo pelo caos do estado. :),0
"vou dormir, ninguém conversa comigo :(",0
Levar o trabalho para casa não é uma hábito bom. Conheça os malefícios que o excesso de tarefas pode trazer. #trabalho https://t.co/TBRmaUIBgU,1
@diogomgcruz @sarap_25 @tiagodtb @magalhaes81 @pe_dro11 eu só vim alertar para a fixação de determinados batons :),0
@Kefera To desacreditada que sua mãe é a favor do coiso. Poxa... Já tentou conversar com ela? Ai eu só me decepciono com as pessoas :(,0
Alô @Comprova !! #FAKE ou #FATO ?? https://t.co/2uSutyLXfM,2
"@padmiranda96 Toda vez que você precisar de ajuda, pode nos chamar por inbox ou DM, nós também fazemos atendimento aos alunos. :D",0
@malumota_ Ele apenas quer sua saúde :),1
animem minha segundinha :) https://t.co/vON690NHlm,0
mas que fica encantada quando vê uma borboleta voando... Quero ser um adulto com alma de criança para que nunca morra a criança que mora em mim... :),0
#TaylorSwiftAMAs: cantora fará abertura da premiação que acontece no dia 9 de outubro https://t.co/HNf3B94wPr,1
Polícia Federal instaura novo inquérito para apurar ataque a Bolsonaro https://t.co/EKhxxPt30y,1
"Alvo de críticas, exportação de gado vivo envolve operação milionária https://t.co/0iqVtLG3i1",1
e também vocês podem ir no dia 28 e votar 13 como o candidato de vocês apoia :) https://t.co/dypVKXSNk0,0
"Não vou ir falar com você por que eu sou tímido, e tu é muito linda , fico ainda mais envergonhado, não sou bonito nem nada 😳 — Aaaa tudo bem então :( mas quando achar que deve pode falar comigo, vou te tratar com mt carinho https://t.co/Mx2AbTcrh4",0
Troca de revestimentos foi o início para a reforma total de uma casa em Leme https://t.co/1nqBedGQEK https://t.co/3Ao82lPJ5g,1
"@xtroianx eu mesma não vi nada dela não, mas o sidão é então provavelmente ela deve ser também, o que me deixa muito triste :(",0
"Bolsonaro não vai a debates, mas tem participado de eventos após alta hospitalar https://t.co/KUDpDKvXQ9",1
e lá se vai mais uma cerveja no almoço. eu amo a europa :),0
Necesito volver al 2016 :(,0
#Vaga para Preparador(a) de Máquinas CNC detalhes e envio de cv em: https://t.co/GOcE7mgGyr #oportunidade #emprego,1
"tadinha da lala :( sabia que esse livro seria forte, quando li senti que morreria de tão triste",0
"Nunca mais levo all star brancas para o recinto, acabei de deitar um dos meus pares fora devido ao estado em que ficaram :))",0
Empreendedores apostam em negócios 'de garagem' https://t.co/tm78Wg7FlJ #PEGN https://t.co/snYbL9HpdS,1
Atriz pornô revela detalhes de suposta relação com Trump em livro https://t.co/KIy6kLZmm1,1
&gt;@EstadaoPolitica Presidente do PRTB diz que é 'impensável' tirar Mourão da chapa de Bolsonaro https://t.co/RPpIGEiJ9e,1
Tava ai bem feliz que ia sair cedo e aparece me uma mesa de 10 pessoa :))))),0
@NCTsmtown_127 eu amo voces demais meus piticos :(,0
@_Xunior_ @HistoriaNoPaint kkkkkkkkkkkkkkk amei que isso faz tu lembrar de mim :),0
Deputado chama juiz que o condenou de ‘ativista do LGBT’ https://t.co/SWNJFwwt6Q,1
Eu tirei Você passou! :D. Teste do Amor https://t.co/4wdF9CgDH8 via @playbuzz,0
que amor :( https://t.co/AEOHmqlIK1,0
Trabalho!! Tirando músicas muito bem equipado!! #trabalho #job #torredebabel #freelancer #rockfreelancer #barrarockfest #barba7 #bateria #barrabonita #drum… https://t.co/OF7SVFCN11,1
To achando que vou ter q fazer uma pausa com a fic :(,0
Ganda :-) #BOYBANDPHinSGOct7 https://t.co/IXoGLQ7hBJ,0
"Mega-Sena, concurso 2.085: ninguém acerta dezenas e prêmio vai a R$ 23 milhões https://t.co/536V9EL2cv #G1 https://t.co/63HSl9HKFa",1
fui pesquisar sugestões para festa de 24 anos e só aprece “veja temas para festa de adulto” gENT não eu ainda sou um neném :(,1
#pensenisso #fato #avaliareevoluir em ForAirport - Aeroporto Internacional Pinto Martins https://t.co/bbagdn0XCb,0
@marysea20 @nunes1_carolina Maria darling português é comigo o inglês eu deixo consigo :)),0
Fórum de VEJA entrevista cinco presidenciáveis nesta quarta-feira https://t.co/QtKjV2MGCA,2
@jiminhappily Linda!!! Lindas trencitas :) https://t.co/92B8Ys29YE,0
@ruanmxssone ta osso parsa :(,0
"finalmente saiuuuuu, o video sobra a nossa viagema lisboa :D https://t.co/EhH84M7aPz",1
@evajussara E metade deles são cumpridos por mim :),0
#Vaga para Esteticista detalhes e envio de cv em: https://t.co/67I4DNdaDF #oportunidade #emprego,2
Deus do céu como ele é lindo :((((((( https://t.co/QI0fPuorfx,0
Grande Prêmio do Cinema Brasileiro também premiou 'Bingo' e filmes com temática LGBT https://t.co/uBdVjfoJzP,1
"&gt;@EstadaoCultura Marty Balin, fundador e vocalista do Jefferson Airplane, morre aos 76 anos https://t.co/7uEogOdWgh",0
"Todos os Pet gostam de algo fofinho pra morder, né? 😂🐶 - Comente qual o seu prefere ❤️ - #petelegante #belopet #informação #curiosidade #pets #petinfo https://t.co/mePmp8qYVT",1
to arrumando minha mala :),0
que sdd do peb :(,0
"FELIZ 1° de outubro: sairá uma beta de #MCPE ""Hoje"" quarta-feira e vc poderá experimentar addons e testar entidade para ser adicionados no jogo :)",1
@matheusgts1930 adoraria :),0
Trechos de Músicas e Frases Simone e Simaria :) https://t.co/6DCaeB8N23,1
Meu canal :D https://t.co/cUGlAxXDAr,1
Só queria tá em casa tomando um cafezinho e assistindo Big Mouth :(,0
mais duas musicas prontas :P,0
Nobel de Física premia mulher pela primeira vez em 55 anos https://t.co/8R8AyfU5jD,0
"Pior né, chegar no ponto e o ônibus ter acabado de passar. O outro só vem em 20 minutos. Que legal pra uma sexta... #sextou #reunião #trabalho",0
"#DiaDoNordestino Meu conforto é ser nordestina, meu medo, é Bolsonaro lembrar do Nordeste, se ele for eleito. Prevejo sangue :(",0
@VAV_official MEU NENÉM COMO VOCÊ CONSEGUE :(((((,0
"Tudo que você está passando agora, alguém já perguntou em 2007 no Yahoo. #fato #answersyahoo",0
só queria um fone :(,0
@marianarpeixoto @Direito1312 Sou a simpatia em pessoa :)),0
#Oportunidade de ganhar #dinheiro #indicando ou #revendendo #suplementos de excelente qualidade ! 👉🏿Obs: ja trabalhou ou trabalha com #marketingmultinivel ? Conheça a Muscle fórmula… https://t.co/mWZuGVcVRt,1
'Nasce uma estrela' emociona com casal e trilha apaixonantes e realistas; #G1 já viu https://t.co/tBv0H66qPy https://t.co/uPuypvAybS,1
criando coragem pra me declarar pra uma pessoa mas provavelmente isso não vai acontecer :(,0
@Iovedaddario morte é um negócio estranho demais leva as pessoas embora DO NADA as vezes qnd vc menos espera :(,0
"a bombinha q o médico me passou tem um gosto mt ruim velho, e o spray nasal também tem um cheiro horrível :(",0
@TadahiroKitaji1 Aham :)) bjo,0
são tudo pra mim :( https://t.co/mDLJjDdqQc,0
@and_dias2 Perdão :(,0
@EKrominski Que perdesse comigo :D,0
"só tive uma aula, quero ir pra casa :((",0
@utop_iza amas eu to chorando :( amo você(s) tanto que não cabe no peito,0
Júlia Rabello e Thaynara OG protagonizam primeira série do GNT para Instagram https://t.co/3fokOaRjoJ,1
Veja o que é #FATO e o que é #FAKE na sabatina de João Amoêdo com CBN e G1 https://t.co/HYjNbSN6Mz #Podcast,2
@deborista pois vamo votar no candidato do partido do brizola! kkk :),0
viram que teve vídeo galera? https://t.co/llPHRGBn3E quem puder ajudar com um #RT :D,1
➡️ Siga Seus Sonhos e Ideais e Lute Enquanto a Sorte Faz o Seu Trabalho. 𝐄𝐬𝐭𝐨𝐮 𝐓𝐨𝐫𝐜𝐞𝐧𝐝𝐨 𝐏𝐨𝐫 𝐕𝐨𝐜ê! - 𝐅𝐥𝐚𝐧𝐤𝐥𝐢𝐧 𝐌𝐨𝐭𝐚 Plataforma Top: ➡️ https://t.co/1QnmLRWFbT 😉 #netsorte #diadesorte #portalnetsorte #resultados #trabalho #dedicacao #loteria https://t.co/aDNN7arhiZ,1
Corregedoria autoriza investigação de promotores que processam Haddad e Alckmin https://t.co/c4g5Vo0Djz,1
Só queria toda aquela saúde que me desejaram no meu aniversário :(,0
Em três meses tem gente que fica muito linda(o) em três meses eu continuo a mesma e com uns quilinhos :(,0
#corretoradeseguros #segurosauto #segurosdevida #segurosresidencia #curiosidade #famosos #providencialsaude #corretoraapolix #ruanovacatu#catubahia #corretoracatu #corretoraprovidencial #administracaodeseguros #segurocasa #seguroempresa,1
"@BruceBonaro @PolitzOficial Sim sim, 2016 também :) Falei lá no site ;)",1
não acredito que anitta vai está na quarta no encontro e eu não vou está lá :(,1
"Munhoz, da dupla com Mariano, recebe alta em MS após cirurgia para tratar bactéria no cotovelo https://t.co/yZ4MKvBQmV #G1 #G1MS https://t.co/Q9sJk5zp7N",1
@Jangmeister @ana_s1906 Mas isso é sempre a mesma a cortar? Não percebo isto a sério :),0
RIO: Tenor cego e autista briga na Justiça pelo direito de fazer concurso. https://t.co/6uUhISxq0t https://t.co/3kTPikRILG,1
@xobnzos ai tadinha :(,0
Haddad diz ter 'certeza' de que PT fará aliança com Ciro Gomes no 2º turno https://t.co/vZhWy3RvGD #G1 https://t.co/ieajEiJSKy,0
"[@Ancelmocom] Após tragédia do Museu Nacional, resta ainda uma múmia no Brasil. https://t.co/YNZ3niPWX5 https://t.co/6rjbDtSumZ",2
"Alguém me dá um presente hoje, sei que pareço grande mas na verdade tenho só 9 anos :)))",0
ah nem queria por um piercing :(,0
"@fernandooprates nossa simmmm, to assistindo a última temporada super devagar pra não acabar :( é mt incrível ❤️❤️❤️",0
@L_Strikes_art yassssss :D internationally ♥ i ñam uuu,1
"você é muito fofa, não dáaa — kkkkkkkkkkk :) https://t.co/FnI6fA7IVb",0
"um caralho q me separo dos meu amigos aaaaaaa vai todo mundo fazer faculdade junto, morar junto e se possível no msm quarto :(",0
"@laurojardim: Assessora de Dilma: ""O feitiço virou contra o feiticeiro. Parabéns Jair Bolsonaro"". https://t.co/KMfdMHXMxY https://t.co/uVPwojVKrP",1
"FATO OU FAKE: @Haddad_Fernando (PT), candidato a vice de Lula (PT), foi sabatinado na quinta-feira à noite na GloboNews. Veja o que é #FATO ou #FAKE: https://t.co/QfggpmNUy8 https://t.co/WfmGczUlDl",2
"UNIDAS - ALUGUEL DE CARRO NO BRASIL Vem NOVIDADE por aí. AGUARDE! ""Informativo direcionado aos Agentes de Viagens. Fale com seu Agente para mais informações"" https://t.co/JFZjTcd0hK #UNIDAS #ALUGUELDECARRO #BRASIL #Vem #NOVIDADE #AGUARDE #MAILNEWS https://t.co/H5u1RvpnAE",1
"@eduarddill_ eu fico muito triste por isso, eu não sei nem oq falar :(",0
@iammaluaraujo Bom dia Ruiva :),1
"Em estúdio aqui em Curitiba, gravando a voz da minha composição PELOS OLHOS DELA, canção com mensagem inclusiva sobre a cegueira #arteinclusao #trabalho #missao https://t.co/tOme9t1AvE",1
Haddad é confirmado como candidato do PT https://t.co/HZ8ltnvAcT,1
Calendário de competições da ESLPT para esta semana! :D https://t.co/ona03BHi5a,1
Estou tão ansiosa!! :)),0
@To_banana02 Pero el pelo está rbd :(,0
@singelasso Corre que o colecionador de tênis ta puto KRMKSKOSKFKA desculpa :(,0
Motoristas do Uber e de outros apps têm queda nas receitas nos EUA https://t.co/rFIwOgKNux,1
Essa notícia diz tudo né pessoal :) https://t.co/kgWEKvX1rM,1
"@MatheusLeone_ @manuzinha_itp Bozo Tiro, é segmento do PTrouxa. Então, é #fato",0
#FATO!!! HOJE EU SEI O SIGNIFICADO DESTAS PALAVRAS. em São Luís Island https://t.co/ApcCArSv4K,0
Miguel Falabella anuncia série inspirada em história de rivalidade entre vizinhas que bombou no Twitter https://t.co/VvhU9qM9bq #G1 https://t.co/RfCNnYwLfx,1
Presidenciáveis rejeitam renovar subsídio de R$ 18 bi ao diesel https://t.co/JDozUZc0be,1
&gt;@Emais_Estadao Dormir com o pet pode atrapalhar a qualidade do sono? https://t.co/dQPHEkgYCJ https://t.co/HGWU62wl5k,0
"Pior q eu tava pensando aqui, Ciro tá tão abaixo q se uns par migrar o voto de Haddad pra Ciro é capaz de dar bozo no primeiro turno. Pq nem os bozo nem o Nordeste vão migrar pra Ciro. Socorro :(",0
Vamos trabalhar gente... #love #bomdia #boanoite #instagood #amor #fashion #moda #tbt #brasil #report #renda #dinheiro #trabalho #oportunidade #sucesso #bni #marketing #mmn #castelo em… https://t.co/gicK769gUe,1
o sorrisinho :(( https://t.co/FE05i13Iij,0
tá sempre chateado também :),0
"Perdi a primeira partida da Kabum, mas já vi a noticia :(",1
@EzequiaSilveir Ainda tô esperando as propostas :D,0
Acidente com limusine deixa 20 mortos perto de Nova York https://t.co/O37whjFWwq,1
Aproveite a Semana do Dia dos Pais. #ClaudioRiccioppo #EmpresáriosDeSucesso #Carreira #Trabalho #Emprego #RecolocaçãoProfissional https://t.co/RJpmHI1XwX,1
"E esse macho escroto xingando Carola? Qnd era ele se engraçando p lado da marisqueira ainda morando com ela e fingindo pra ela q tava td certo...? Ela é vilã sim, mas ele ñ é nem de longe o santo :)",0
"podcast novo no ar e temos novidades que agora estamos no spotify, é isso mesmo, agora vocês podem nos escutar no seu sistema de stream favorito de aproveitem :D",1
"Produção industrial cai 0,2% em julho, aponta IBGE https://t.co/ZvdLr9VPJl #G1 https://t.co/lKDi7XnomB",1
Veja o que é #FATO ou #FAKE na entrevista de Eduardo Jorge à GloboNews https://t.co/joTSZ0sIWp,2
foda sentir falta de quem não deveria :(,0
O coração até dói :( https://t.co/PcI7le2Mku,0
"O que estás a achar das novidades mais fixes do Canal Panda? Mas espera, ainda não acabaram! :D https://t.co/8MKq1Yj7es",0
Senado dos EUA vota amanhã indicação de Kavanaugh à Suprema Corte https://t.co/eNtvhieFHG,1
@Stotai idem :( não sei o que vai ser de nós,0
&gt;@EstadaoPaladar Guia de azeites do Brasil 2018 traz 90 rótulos https://t.co/k4Mv4mCh4k https://t.co/XuemzzOqic,1
@amandapsss @Matazzaga Tô que nem ela. Quero saber opiniões :),0
queria alguém pra madrugar comigo :(,0
@yanferreiras me manda foto pff :),0
Flavio Bolsonaro diz que situação do pai é grave https://t.co/1HngoWKzjm #Eleições2018 https://t.co/UvgPODS59A,1
Dólar tem leve alta de olho no exterior e pesquisa eleitoral https://t.co/bJhgfGaqLv,1
Gol amplia acompanhamento de voo para passageiro de qualquer idade https://t.co/Jg2jeW5IZ6,0
@xampCS @SantosFCeSports @GamersClubBR Deu sorte pra @SantosFCeSports hehehe parabéns pela transmissão :),1
"@P_Azuzu Por isso te amo! Essa eu tô ligadissima, tô lendo o livro pra assistir ❤❤❤ ce sempre arrasa nas indicações pra mim :))",0
"De R$ 3,50 a R$ 5: para onde vai o dólar com Bolsonaro e Haddad https://t.co/pdtoawQ2OP",1
não entendo a grosseria. :) — hum https://t.co/dwXITlV8P4,0
@ifucshawn Muito lindo o principe :(,0
"A luta continua, em breve a escolinha estará participando de dois torneios em Cruz Alta. #abasevemforte #trabalho #dedicação",1
Motorista usa esqueleto de brinquedo para enganar polícia nos EUA https://t.co/2fStIYIIJ9 #PlanetaBizarro #G1 https://t.co/0tegezfjxz,1
94 anos e fazendo shows até pouco tempo. RIP :-( https://t.co/bZvPNXOECB,0
@harleybong @OzyTseTung Faço das palavras do Harley as minhas :),0
@ExolsSquad só tem no whatsapp anjo? :(,1
"@ocabralrenato obrigado Renatêra! :) tirei os 4 hoje, foi meio pesadinho de aguentar mas pelo menos já me livrei disso hehe",0
Eleitor com título cancelado por falta de biometria obrigatória não poderá votar https://t.co/RwMGMc1s07 https://t.co/wMjKcuIVZx,0
"@janenkvn @BeiWINGS &gt;Qual é a problema de ser ""só por causa do bts"" sendo que o dinheiro é da menina? esse foi o meu ponto. :)",0
@deisocaa_ Queria entender como Jairo Jorge n foi :(,0
cara eu fui extremamente gato aos meus 4 anos pqp pq não me mantive assim :( :(,0
Como votaram as cidades na eleição para governador https://t.co/rwILGVL1ia #Eleições2018 #G1 https://t.co/svDbpXL0uk,1
"“As pessoas acham que você precisa ser séria para fazer um bom trabalho. Mas acho que se você se diverte você faz ainda melhor."" Simone Biles (atleta de ginástica artística dos EUA). #trabalho #sucesso",1
@shwnccabello nunca vi :( a gente de desencontrou mt,0
"Com exterior ruim e feriado no país, dólar sobe a R$ 3,78 e bolsa cai https://t.co/KhoDflLG4U",1
Queria fazer um pedido: -Se és homofóbico; -Racista; -Machista; -Xenófobo; -Encontras o prazer em criticar e rebaixar outras pessoas (e os seus corpos). Dá-me unfollow e block :),0
cuba &gt;:( caralho eu tô mt comunista https://t.co/0cx1ooCxKA,0
O LINK CORRETO: https://t.co/la5qesATL6,1
Wilson Witzel ameaça Paes de prisão em debate no Rio https://t.co/FtGzfoeaUz,1
@LucazLago É noiixx laguinho :)),0
@airvmin AMIGA PELO AMOR DE DEUS NÃO!!!!!!! eu sei o quanto é difícil se abrir mas perder alguém que é importante na nossa vida é péssimo demais :(((((( se quiser conversar sobre isso me chama sério!!!!!,0
@plleuphoria ah :( da proxima vez a gente tira bebe,0
tava com saudade de selca do binnie mas não falei dele hoje :( me sentindo uma mãe péssima mas é porque não tive tempo :(,0
Ter ou tomar lado partidário lhe dará défice de amizade #fato #Politica,0
E eu não vou aproveitar isto :))))) https://t.co/a2P55VLXWm,0
Damon preferiu se matar do que escolher entre as duas pessoas que ele mais amava isso eh tão lindo e triste ao mesmo tempo :( #TVDNoSBT,0
"\o/~~~~~~~~~~~~~~~~~ UHUUL quero ver hein! ~~~~~~~~~~~~~~~~\o/ Você nunca saberá muhahahahahha [confere mil vx que ta msm... — Eu tinha 3 hipóteses, 1 acaba de ser descartado hsuahushhu Hmm, talvez eu saiba :p (todo cuidado... https://t.co/whDTdkr7WC",0
O arbusto nascido em lugar inesperado que levou à descoberta de corpos de desaparecidos 32 anos antes https://t.co/Pjk0YJfYi0 #G1 https://t.co/Z8HFoe4OKd,0
Candidato ao Senado na Bahia contrata própria empresa em campanha https://t.co/KCmxsB7Hn6,1
#DíaMundialDelTurismo Formas de ser feliz. :) https://t.co/kQFSuu7mL6,1
"arranjem outro motivo pra odiá-la, pq reclamar e falar mal dela por conta da Nagini não faz o menor sentido o que está acontecendo é épico, o retorno de uma saga histórica aos cinemas. participem disso :) https://t.co/eW4Z73kRYk",0
entro daqui a 5 minutos e ainda estou no autocarro :),0
@0opsLu Eita! E tem computador que nem entrada pra cd tem mais :(,0
Aí @franceaubresil sabe como o @FBI além da @Harvard sabe do #demonio do Ricardo Zuninga do @USCitsBrazil me #invejar de #fato ? Ele mente eu ter doença mental por o que na realidade prova eu não ter por o conteúdo do que eu faço não importar hahah..,0
@sarafcmartinez Oi Sa! To ótima amiga. Finalmente reconhecendo minha cidadania na Itália e completamente apaixonada rs. E vc amiga? E o baby? :),0
Segue a gente no instagram :D https://t.co/uI0M4qA8Yu,0
"Opondo-se a Trump, Califórnia luta pela neutralidade da rede https://t.co/AoaN30ejng",1
Morre a soprano espanhola Montserrat Caballé aos 85 https://t.co/7PoH8ibmvN,1
Destruidores de uma carreira de sucesso: -Pensar que sempre merece mais e é o centro das atenções -Não estar alinhado com a visão e objetivos da empresa -Não acreditar na visão do negócio Deixe seus comentários #carreira #negocios #oportunidade #cr…https://t.co/fLQxLa9FtM,1
"ESPECIALISTA DE PRODUTOS - São Paulo, SP https://t.co/Uwj4k9mKTA #emprego #oportunidade #vaga",2
